Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Maldive Tray,Bruno Munari,4163,"(Italian, 1907–1998)",(Italian),(1907),(1998),(Male),1960,Polished nickel silver,".1: 3 x 11 3/4"" (7.6 x 29.8 cm)
.2: 2 1/4 x 8"" (5.7 x 20.3 cm)",Gift of the manufacturer,488.1978.1-2,Design,Architecture & Design,1978-09-27,Y,4050,http://www.moma.org/collection/works/4050,http://www.moma.org/media/W1siZiIsIjIyOTg3MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bffa2a502b945c33,,,29.8451,7.62,,,,,
Cocktail Shaker,"Fratelli Brambilla, Milan",22498,,(Italian),(0),(0),(),1947-1956,Polished brass,"11 1/2 x 3"" (29.2 x 7.6 cm)",Gift of Richards Morgenthau Co.,491.1956.a-c,Design,Architecture & Design,1956-10-25,Y,4060,http://www.moma.org/collection/works/4060,http://www.moma.org/media/W1siZiIsIjIyOTg4MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e6e34549a56bd86a,,,7.6,29.2,,,,,
Divisumma 14 Printing Calculator,Marcello Nizzoli,4316,"(Italian, 1887–1969)",(Italian),(1887),(1969),(Male),1947,Enameled aluminum housing,"6 1/4 x 9 1/2 x 16"" (15.9 x 24.1 x 40.6 cm)",Gift of Olivetti Corp.,492.1953,Design,Architecture & Design,1953-11-04,Y,4062,http://www.moma.org/collection/works/4062,http://www.moma.org/media/W1siZiIsIjIxMTU0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a116e5d7b65f991a,,40.6401,,15.875,,,24.13,,
Fazzoletto Vase,Fulvio Bianconi,547,"(Italian, 1915–1996)",(Italian),(1915),(1996),(Male),1949,Glass,"h. 13 1/4"" (33.7 cm)","Gift of Georg Jensen, Inc.",494.1953.1,Design,Architecture & Design,1953-11-04,Y,4069,http://www.moma.org/collection/works/4069,http://www.moma.org/media/W1siZiIsIjIyOTg4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9338156853f36094,,,,33.6551,,,,,
Fazzoletto Vases,Fulvio Bianconi,547,"(Italian, 1915–1996)",(Italian),(1915),(1996),(Male),1949,Glass,".1: h. 13 1/4"" (33.7 cm)
.2: h. 11 1/4"" (28.6 cm)","Gift of Georg Jensen, Inc.",494.1953.1-2,Design,Architecture & Design,1953-11-04,N,4070,,,,,,33.7,,,,,
Fazzoletto Vase,Fulvio Bianconi,547,"(Italian, 1915–1996)",(Italian),(1915),(1996),(Male),1949,Glass,"h. 11 1/4"" (28.6 cm)","Gift of Georg Jensen, Inc.",494.1953.2,Design,Architecture & Design,1953-11-04,Y,4071,http://www.moma.org/collection/works/4071,http://www.moma.org/media/W1siZiIsIjIyOTg5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=69ac2fca4ab092d5,,,,28.5751,,,,,
Algol 11 Black and White Television,"Marco Zanuso, Richard Sapper","6544, 5162","(Italian, 1916–2001) (German, 1932–2015)",(Italian) (German),(1916) (1932),(2001) (2015),(Male) (Male),1964,Plastic case and metal,"9 x 12 1/8 x 10 1/4"" (22.9 x 30.8 x 26 cm)",Gift of the manufacturer,571.1970,Design,Architecture & Design,1970-11-05,Y,4112,http://www.moma.org/collection/works/4112,http://www.moma.org/media/W1siZiIsIjIzMDM0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8b0995aa2abcc4bf,,26.0,,22.9,,,30.8,,
Sfericlock Alarm Clock,Rodolfo Bonetto,659,"(Italian, 1929–1991)",(Italian),(1929),(1991),(Male),1963,Plastic casing,"3 1/8 x 3 1/4 x 2 3/4"" (7.9 x 8.3 x 7 cm)",Gift of the manufacturer,580.1963,Design,Architecture & Design,1963-11-12,Y,4125,http://www.moma.org/collection/works/4125,http://www.moma.org/media/W1siZiIsIjIzMDM2MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=197d89cd8465e89d,,7.0,,7.9,,,8.3,,
Marco Vase,Sergio Asti,30,"(Italian, born 1926)",(Italian),(1926),(0),(Male),1961,Blown glass,"11 1/2 x 10 7/16"" (29.2 x 26.5 cm)",Gift of the manufacturer,582.1963,Design,Architecture & Design,1963-11-12,Y,4127,http://www.moma.org/collection/works/4127,http://www.moma.org/media/W1siZiIsIjIxMTY3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e8d3e49180d0a311,,,26.5113,29.2101,,,,,
Marco Vase,Sergio Asti,30,"(Italian, born 1926)",(Italian),(1926),(0),(Male),1961,Blown opalino glass,"9 1/8 x 8 3/4"" (23.2 x 22.2 cm)",Gift of the manufacturer,583.1963,Design,Architecture & Design,1963-11-12,Y,4128,http://www.moma.org/collection/works/4128,http://www.moma.org/media/W1siZiIsIjIzMDM2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=170dc4c9c32943d8,,,22.225,23.2,,,,,
Marco Vase,Sergio Asti,30,"(Italian, born 1926)",(Italian),(1926),(0),(Male),1961,Blown opalino glass,"6 1/8 x 6 7/8"" (15.6 x 17.5 cm)",Gift of the manufacturer,584.1963,Design,Architecture & Design,1963-11-12,Y,4129,http://www.moma.org/collection/works/4129,http://www.moma.org/media/W1siZiIsIjIzMDM2NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=af1be9284d52e8e0,,,17.5,15.6,,,,,
Object,Enzo Mari,3766,"(Italian, 1932 – 2020)",(Italian),(1932),(2020),(Male),1959,Polyester resin and steel,"1 9/16 x 1 9/16 x 1 9/16"" (4 x 4 x 4 cm)",Purchase,586.1963,Design,Architecture & Design,1963-11-12,Y,4131,http://www.moma.org/collection/works/4131,http://www.moma.org/media/W1siZiIsIjIxMTY4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8635429b1a88a056,,4.0,,4.0,,,4.0,,
Flatware,"Luigi Caccia Dominioni, Pier Giacomo Castiglioni","906, 1029","(Italian, born 1913) (Italian, 1913–1968)",(Italian) (Italian),(1913) (1913),(0) (1968),(Male) (Male),1938,Handwrought silver,".1 (salad knife): 7 15/16 x 11/16"" (20.2 x 1.8 cm)
.2 (serving spoon): 10 7/8 x 2 5/16"" (27.6 x 5.9 cm)
.3 (butter knife): 8 x 15/16"" (20.3 x 2.4 cm)
.4 (dessert spoon): 6 11/16 x 1 7/16"" (17 x 3.7 cm)
.5 (teaspoon): 5 5/16 x 1 1/16"" (13.5 x 2.7 cm)
.6 (dessert fork): 6 15/16 x 11/16"" (17.6 x 1.7 cm)
.7 (salad fork): 6 5/8 x 11/16"" (16.8 x 1.7 cm)
.8 (coffee spoon): 4 5/16 x 15/16"" (11 x 2.4 cm)",Purchase,634.1980.1-8,Design,Architecture & Design,1980-10-30,Y,4150,http://www.moma.org/collection/works/4150,http://www.moma.org/media/W1siZiIsIjIzMDQyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dd33b605792c9632,,,,,20.2,,1.8,,
Flatware,"Luigi Caccia Dominioni, Pier Giacomo Castiglioni","906, 1029","(Italian, born 1913) (Italian, 1913–1968)",(Italian) (Italian),(1913) (1913),(0) (1968),(Male) (Male),1938,Handwrought silver,".1 (salad knife): 7 15/16 x 11/16"" (20.2 x 1.8 cm)
.2 (serving spoon): 10 7/8 x 2 5/16"" (27.6 x 5.9 cm)
.3 (butter knife): 8 x 15/16"" (20.3 x 2.4 cm)
.4 (dessert spoon): 6 11/16 x 1 7/16"" (17 x 3.7 cm)
.5 (teaspoon): 5 5/16 x 1 1/16"" (13.5 x 2.7 cm)
.6 (dessert fork): 6 15/16 x 11/16"" (17.6 x 1.7 cm)
.7 (salad fork): 6 5/8 x 11/16"" (16.8 x 1.7 cm)
.8 (coffee spoon): 4 5/16 x 15/16"" (11 x 2.4 cm)",Purchase,634.1980.1-8,Design,Architecture & Design,1980-10-30,Y,4150,http://www.moma.org/collection/works/4150,http://www.moma.org/media/W1siZiIsIjIzMDQyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=dd33b605792c9632,,,,,20.2,,1.8,,
Carving Fork,Vico Magistretti,3688,"(Italian, 1920–2006)",(Italian),(1920),(2006),(Male),1980,Sterling silver,"12 15/16 x 3/4"" (32.8 x 1.9 cm)",Gift of the manufacturer,642.1980.1,Design,Architecture & Design,1980-10-30,Y,4158,http://www.moma.org/collection/works/4158,http://www.moma.org/media/W1siZiIsIjIxMTc0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c5b0cb78e92b3ae9,,,,,32.8,,1.905,,
Two-Piece Carving Set,Vico Magistretti,3688,"(Italian, 1920–2006)",(Italian),(1920),(2006),(Male),1980,Sterling silver,".1 (carving fork): 12 3/8 x 3/4"" (31.4 x 1.9 cm)
.2 (carving knife): 13 x 1 1/4"" (33 x 3.2 cm)",Gift of the manufacturer,642.1980.1-2,Design,Architecture & Design,1980-10-30,Y,4159,http://www.moma.org/collection/works/4159,http://www.moma.org/media/W1siZiIsIjIxMTc0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=11bc5f1481ed2249,,,,,31.4326,,1.905,,
Carving Knife,Vico Magistretti,3688,"(Italian, 1920–2006)",(Italian),(1920),(2006),(Male),1980,Sterling silver,"13 x 1 1/4"" (33 x 3.2 cm)",Gift of the manufacturer,642.1980.2,Design,Architecture & Design,1980-10-30,N,4160,,,,,,,33.0,,3.2,,
Oval Drinking Glass,Carlo Moretti,4088,"(Italian, born 1934)",(Italian),(1934),(0),(Male),c. 1954-80,Glass with gold trim,"5 x 2 7/8"" (12.7 x 7.3 cm)",Greta Daniel Fund,643.1980,Design,Architecture & Design,1980-10-30,Y,4161,http://www.moma.org/collection/works/4161,http://www.moma.org/media/W1siZiIsIjIxMjIzOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f50d51c9d5444a03,,,7.3025,12.7,,,,,
Octagonal Drinking Glass,Carlo Moretti,4088,"(Italian, born 1934)",(Italian),(1934),(0),(Male),Before 1980,Glass with gold trim,"4 3/4 x 2 3/4"" (12 x 7 cm)",Greta Daniel Fund,644.1980,Design,Architecture & Design,1980-10-30,Y,4162,http://www.moma.org/collection/works/4162,http://www.moma.org/media/W1siZiIsIjIxMjIzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d1c213e8ba71190d,,,7.0,12.0,,,,,
Six-piece Place Setting,Carlo Scarpa,5197,"(Italian, 1906–1978)",(Italian),(1906),(1978),(Male),1977,Sterling silver,".a (knife): l. 9 1/8 x w. 13/16"" (l. 23.2 x w. 2.1 cm) 
.b (spoon): l. 7 3/4 x w. 1 7/8"" (l. 19.7 x w. 4.7 cm) 
.c (fork): l. 7 15/16 x w. 1 1/8"" (l. 20.2 x w. 2.9 cm)
.d (fruit knife): l. 8 x w. 1 1/8"" (l. 20.3 x w. 2.9 cm) 
.e (fruit fork): l. 7 x w. 1."" (l. 17.8 x w. 2.5 cm) 
.f (fruit spoon): l. 5 1/2 x w. 1 5/16"" (l. 14 x w. 3.4 cm)",Gift of the manufacturer,664.1980.a-f,Design,Architecture & Design,1980-10-30,Y,4189,http://www.moma.org/collection/works/4189,,,,,,23.2,,2.1,,
Java Container,Enzo Mari,3766,"(Italian, 1932 – 2020)",(Italian),(1932),(2020),(Male),1969–1970,Melamine,"3 3/4 x 5 5/8"" (9.5 x 14.3 cm)",Gift of the manufacturer,687.1995.a-b,Design,Architecture & Design,1995-09-20,Y,4224,http://www.moma.org/collection/works/4224,http://www.moma.org/media/W1siZiIsIjIzMDQ4MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9d3d20d1ce7bfa80,,,14.3,9.525,,,,,
In Attesa (Waiting) Wastepaper Baskets,Enzo Mari,3766,"(Italian, 1932 – 2020)",(Italian),(1932),(2020),(Male),1970,Polypropylene,"Each: 16 1/4 x 10 3/8 x 11 3/4"" (41.3 x 26.4 x 29.8 cm)",Gift of the manufacturer,688.1995.1-3,Design,Architecture & Design,1995-09-20,Y,4225,http://www.moma.org/collection/works/4225,http://www.moma.org/media/W1siZiIsIjUyNzcyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b822b6ffe9d3401f,,29.8451,,41.2751,,,26.3526,,
Fish Poacher,Roberto Sambonet,5136,"(Italian, 1924–1995)",(Italian),(1924),(1995),(Male),1954,Stainless steel,"2 3/4 x 20 1/2 x 6"" (7 x 52.1 x 15.2 cm)",Gift of the manufacturer,689.1995,Design,Architecture & Design,1995-09-20,Y,4226,http://www.moma.org/collection/works/4226,http://www.moma.org/media/W1siZiIsIjIzMDQ4NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=38dce35217650ded,,15.24,,7.0,,,52.1,,
Covered Pail (model KS 1146),Gino Colombini,1194,"(Italian, born 1915)",(Italian),(1915),(0),(Male),1954,Polyethylene and metal,"10 1/2 x 11"" (26.7 x 27.9 cm)",Gift of Philip Johnson,514.1956.a-b,Design,Architecture & Design,1956-10-25,Y,4281,http://www.moma.org/collection/works/4281,http://www.moma.org/media/W1siZiIsIjIyOTkzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ea37af75085d10a7,,,27.9,26.7,,,,,
Armchair (P40),Osvaldo Borsani,8061,"(Italian, 1911–1985)",(Italian),(1911),(1985),(Male),1955,"Wool, polyurethane foam, and steel","min: 24 1/8 x 26 3/8 x 28 1/4"" (61.3 x 67 x 71.8 cm)
max: 41 3/8 x 26 3/8 x 70"" (105.1 x 67 x 177.8 cm)",Gift of the manufacturer,518.1998,Design,Architecture & Design,1998-09-15,Y,4291,http://www.moma.org/collection/works/4291,http://www.moma.org/media/W1siZiIsIjIyOTkzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f673e6851ed5f7d9,,71.7551,,61.2776,,,66.9926,,
"Knife, Fork, and Soup Spoon","Luigi Caccia Dominioni, Pier Giacomo Castiglioni","906, 1029","(Italian, born 1913) (Italian, 1913–1968)",(Italian) (Italian),(1913) (1913),(0) (1968),(Male) (Male),1938,Handwrought silver,".1 (knife): l. 9 1/4"" (l. 23.5 cm) 
.2 (fork): l. 8"" (l. 20.3 cm) 
.3 (spoon): l. 7 7/8"" (l. 20 cm)",Gift of Philip Johnson,528.1977.1-3,Design,Architecture & Design,1977-11-28,Y,4323,http://www.moma.org/collection/works/4323,http://www.moma.org/media/W1siZiIsIjEyODgyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=30cb2f0135b3e1ab,,,,,23.5,,,,
"Knife, Fork, and Soup Spoon","Luigi Caccia Dominioni, Pier Giacomo Castiglioni","906, 1029","(Italian, born 1913) (Italian, 1913–1968)",(Italian) (Italian),(1913) (1913),(0) (1968),(Male) (Male),1938,Handwrought silver,".1 (knife): l. 9 1/4"" (l. 23.5 cm) 
.2 (fork): l. 8"" (l. 20.3 cm) 
.3 (spoon): l. 7 7/8"" (l. 20 cm)",Gift of Philip Johnson,528.1977.1-3,Design,Architecture & Design,1977-11-28,Y,4323,http://www.moma.org/collection/works/4323,http://www.moma.org/media/W1siZiIsIjEyODgyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=30cb2f0135b3e1ab,,,,,23.5,,,,
Side Chair,Carlo Zen,6559,"(Italian, 1851–1918)",(Italian),(1851),(1918),(Male),c. 1905,"Rosewood, mother-of-pearl, metal, and silk and gold thread","36 15/16 x 14 3/8 x 13 1/4"" (93.8 x 36.5 x 33.7 cm); seat h. 16 7/8"" (42.9 cm)",Gift of John Goodwin,540.1977,Design,Architecture & Design,1977-11-28,Y,4354,http://www.moma.org/collection/works/4354,http://www.moma.org/media/W1siZiIsIjIyOTk4NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6dc70536e754898e,,33.7,,93.8,,,36.5126,,
"Knife, Fork, and Soup Spoon","Luigi Caccia Dominioni, Pier Giacomo Castiglioni, Livio Castiglioni, Achille Castiglioni","906, 1029, 7168, 1028","(Italian, born 1913) (Italian, 1913–1968) (Italian, 1911–1979) (Italian, 1918–2002)",(Italian) (Italian) (Italian) (Italian),(1913) (1913) (1911) (1918),(0) (1968) (1979) (2002),(Male) (Male) (Male) (Male),1938,Hand-wrought silver,".1 (knife) 9 1/4"" (23.5 cm)
.2 (fork) 8"" (20.3 cm) 
.3 (spoon) 7 7/8"" (20 cm)",Gift of Philip Johnson,554.1953.1-3,Design,Architecture & Design,1954-01-12,Y,4374,http://www.moma.org/collection/works/4374,,,,,,23.5,,,,
"Knife, Fork, and Soup Spoon","Luigi Caccia Dominioni, Pier Giacomo Castiglioni, Livio Castiglioni, Achille Castiglioni","906, 1029, 7168, 1028","(Italian, born 1913) (Italian, 1913–1968) (Italian, 1911–1979) (Italian, 1918–2002)",(Italian) (Italian) (Italian) (Italian),(1913) (1913) (1911) (1918),(0) (1968) (1979) (2002),(Male) (Male) (Male) (Male),1938,Hand-wrought silver,".1 (knife) 9 1/4"" (23.5 cm)
.2 (fork) 8"" (20.3 cm) 
.3 (spoon) 7 7/8"" (20 cm)",Gift of Philip Johnson,554.1953.1-3,Design,Architecture & Design,1954-01-12,Y,4374,http://www.moma.org/collection/works/4374,,,,,,23.5,,,,
"Knife, Fork, and Soup Spoon","Luigi Caccia Dominioni, Pier Giacomo Castiglioni, Livio Castiglioni, Achille Castiglioni","906, 1029, 7168, 1028","(Italian, born 1913) (Italian, 1913–1968) (Italian, 1911–1979) (Italian, 1918–2002)",(Italian) (Italian) (Italian) (Italian),(1913) (1913) (1911) (1918),(0) (1968) (1979) (2002),(Male) (Male) (Male) (Male),1938,Hand-wrought silver,".1 (knife) 9 1/4"" (23.5 cm)
.2 (fork) 8"" (20.3 cm) 
.3 (spoon) 7 7/8"" (20 cm)",Gift of Philip Johnson,554.1953.1-3,Design,Architecture & Design,1954-01-12,Y,4374,http://www.moma.org/collection/works/4374,,,,,,23.5,,,,
"Knife, Fork, and Soup Spoon","Luigi Caccia Dominioni, Pier Giacomo Castiglioni, Livio Castiglioni, Achille Castiglioni","906, 1029, 7168, 1028","(Italian, born 1913) (Italian, 1913–1968) (Italian, 1911–1979) (Italian, 1918–2002)",(Italian) (Italian) (Italian) (Italian),(1913) (1913) (1911) (1918),(0) (1968) (1979) (2002),(Male) (Male) (Male) (Male),1938,Hand-wrought silver,".1 (knife) 9 1/4"" (23.5 cm)
.2 (fork) 8"" (20.3 cm) 
.3 (spoon) 7 7/8"" (20 cm)",Gift of Philip Johnson,554.1953.1-3,Design,Architecture & Design,1954-01-12,Y,4374,http://www.moma.org/collection/works/4374,,,,,,23.5,,,,
Cifra 3 Clock,Gino Valle,6062,"(Italian, 1923–2003)",(Italian),(1923),(2003),(Male),1965,Plastic casing,"3 7/8 x 7 x 3 3/4""  (9.8 x 17.8 x 9.5 cm)",Gift of the manufacturer,719.1966,Design,Architecture & Design,1966-12-06,Y,4399,http://www.moma.org/collection/works/4399,http://www.moma.org/media/W1siZiIsIjIzMDUxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8774435e5284c537,,9.525,,9.8425,,,17.78,,
Vase,Paolo Venini,6129,"(Italian, 1895–1959)",(Italian),(1895),(1959),(Male),1938,Blown glass,"7 1/8 x 6 3/4"" (18.1 x 17.2 cm)",Gift of the designer,722.1966,Design,Architecture & Design,1966-12-06,Y,4405,http://www.moma.org/collection/works/4405,http://www.moma.org/media/W1siZiIsIjIxMTg1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=94a6e1e3fbd91487,,,17.2,18.0975,,,,,
Boule Teapot,Lino Sabattini,5105,"(Italian, born 1925)",(Italian),(1925),(0),(Male),1950,Silver electroplated brass alloy and silver alloy,"4 7/8 x 6 x 9"" (12.4 x 15.2 x 22.9 cm), diam. 6"" (15.2 cm)",Gift of the designer,740.1983,Design,Architecture & Design,1983-11-30,Y,4434,http://www.moma.org/collection/works/4434,http://www.moma.org/media/W1siZiIsIjIzMDUzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8a383d93b874d9ae,,22.86,15.2,12.3825,,,15.24,,
Vetro Soffiato Vase,Lino Sabattini,5105,"(Italian, born 1925)",(Italian),(1925),(0),(Male),1973,Blown glass,"16 x 9 1/8 x 5 7/8"" (40.7 x 23.2 x 14.9 cm)",Gift of the designer,741.1983,Design,Architecture & Design,1983-11-30,Y,4436,http://www.moma.org/collection/works/4436,,,14.9,,40.7,,,23.2,,
Paper Weight,Giorgio Soavi,5502,"(Italian, born 1923)",(Italian),(1923),(0),(Male),1964,Steel,".a (sphere): 1 3/8"" (3.5 cm)
.b (cylinder): 2 3/4 x 3"" (7 x 7.6 cm)",Gift of the manufacturer,907.1965.a-b,Design,Architecture & Design,1965-11-09,Y,4537,http://www.moma.org/collection/works/4537,http://www.moma.org/media/W1siZiIsIjIxMTk0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=60993490a507efd1,,,3.5,,,,,,
Stacking Dinnerware,"Massimo Vignelli, Lella Vignelli","6155, 7442","(Italian, 1931–2014) (Italian, 1934–2016)",(Italian) (Italian),(1931) (1934),(2014) (2016),(Male) (Female),1964,Melamine resin,"Overall (stacked): 10 3/4 x 14 3/4 x 9 7/8"" (27.3 x 37.5 x 25.1 cm)
.1: h. 4 1/2"" (11.4 cm), diam. 9 7/8"" (25.1 cm)
.2: h. 3/4"" (1.9 cm), diam. 9 7/8"" (25.1 cm)
.2-.8: h. 1"" (2.5 cm), diam. 9 7/8"" (25.1 cm)
.9-.14: h. 7/8"" (2.2 cm), diam. 7 1/2"" (19.1 cm)
.15-.18, .22-.26: h. 2 3/8"" (6 cm), diam. 5"" (12.7 cm)
.19-.20: h. 3/4"" (1.9 cm), diam. 5"" (12.7 cm)
.21: 5 x 1 1/2 x 1/2"" (12.7 x 3.8 x 1.3 cm)
.27: 1 x 5 x 9 7/8"" (2.5 x 12.7 x 25.1 cm)
.28: 1 x 9 7/8 x 9 7/8"" (2.5 x 25.1 x 25.1 cm)
.29: 1 x 14 5/8 x 9 7/8"" (2.5 x 37.1 x 25.1 cm)",Gift of the designer,914.1965.1-29,Design,Architecture & Design,1965-11-09,Y,4551,http://www.moma.org/collection/works/4551,http://www.moma.org/media/W1siZiIsIjIzMDYyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=37027e69d332d17a,,25.0826,,27.3051,,,37.4651,,
Stacking Dinnerware,"Massimo Vignelli, Lella Vignelli","6155, 7442","(Italian, 1931–2014) (Italian, 1934–2016)",(Italian) (Italian),(1931) (1934),(2014) (2016),(Male) (Female),1964,Melamine resin,"Overall (stacked): 10 3/4 x 14 3/4 x 9 7/8"" (27.3 x 37.5 x 25.1 cm)
.1: h. 4 1/2"" (11.4 cm), diam. 9 7/8"" (25.1 cm)
.2: h. 3/4"" (1.9 cm), diam. 9 7/8"" (25.1 cm)
.2-.8: h. 1"" (2.5 cm), diam. 9 7/8"" (25.1 cm)
.9-.14: h. 7/8"" (2.2 cm), diam. 7 1/2"" (19.1 cm)
.15-.18, .22-.26: h. 2 3/8"" (6 cm), diam. 5"" (12.7 cm)
.19-.20: h. 3/4"" (1.9 cm), diam. 5"" (12.7 cm)
.21: 5 x 1 1/2 x 1/2"" (12.7 x 3.8 x 1.3 cm)
.27: 1 x 5 x 9 7/8"" (2.5 x 12.7 x 25.1 cm)
.28: 1 x 9 7/8 x 9 7/8"" (2.5 x 25.1 x 25.1 cm)
.29: 1 x 14 5/8 x 9 7/8"" (2.5 x 37.1 x 25.1 cm)",Gift of the designer,914.1965.1-29,Design,Architecture & Design,1965-11-09,Y,4551,http://www.moma.org/collection/works/4551,http://www.moma.org/media/W1siZiIsIjIzMDYyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=37027e69d332d17a,,25.0826,,27.3051,,,37.4651,,
Sitting Medium,"Piero Gatti, Cesare Paolini, Franco Teodoro","2094, 4487, 5830","(Italian, born 1940) (Italian, born 1937) (Italian, born 1939)",(Italian) (Italian) (Italian),(1940) (1937) (1939),(0) (0) (0),(Male) (Male) (Male),1968,Leather with tiny plastic grain filling,,Purchase,1111.1969,Design,Architecture & Design,1969-12-01,N,4569,,,,,,,,,,,
Sitting Medium,"Piero Gatti, Cesare Paolini, Franco Teodoro","2094, 4487, 5830","(Italian, born 1940) (Italian, born 1937) (Italian, born 1939)",(Italian) (Italian) (Italian),(1940) (1937) (1939),(0) (0) (0),(Male) (Male) (Male),1968,Leather with tiny plastic grain filling,,Purchase,1111.1969,Design,Architecture & Design,1969-12-01,N,4569,,,,,,,,,,,
Sitting Medium,"Piero Gatti, Cesare Paolini, Franco Teodoro","2094, 4487, 5830","(Italian, born 1940) (Italian, born 1937) (Italian, born 1939)",(Italian) (Italian) (Italian),(1940) (1937) (1939),(0) (0) (0),(Male) (Male) (Male),1968,Leather with tiny plastic grain filling,,Purchase,1111.1969,Design,Architecture & Design,1969-12-01,N,4569,,,,,,,,,,,
Trieste Folding Chairs,"Aldo Jacober, Pierangela d'Aniello","2867, 7157","(Italian, born 1939) (Italian, born 1939)",(Italian) (Italian),(1939) (1939),(0) (0),(Male) (Female),1966,Lacquer painted wood with woven straw seat,"Each (open): 28 x 21 1/4 x 18"" (71 x 54 x 45.7 cm); (closed): 21 1/4 x 30 3/4 x 2"" (54 x 78.1 x 5.1 cm)",Gift of the manufacturer,1112.1969.1-2,Design,Architecture & Design,1969-12-01,Y,4570,http://www.moma.org/collection/works/4570,,,45.7201,,71.1,,,53.9751,,
